Active Voters,Total Ballots,Contest Name,Choice Name,Total Votes,Party,Precinct Name
638,407,Boulder Valley School District RE-2  Director District C,Chris Barge,97,,2181307860
638,407,Boulder Valley School District RE-2  Director District C,Kathy Gebhardt,208,,2181307860
602,353,Boulder Valley School District RE-2  Director District C,Chris Barge,115,,2181307861
602,353,Boulder Valley School District RE-2  Director District C,Kathy Gebhardt,138,,2181307861
625,387,Boulder Valley School District RE-2  Director District C,Chris Barge,108,,2181307862
625,387,Boulder Valley School District RE-2  Director District C,Kathy Gebhardt,158,,2181307862
725,454,Boulder Valley School District RE-2  Director District C,Chris Barge,122,,2181307863
725,454,Boulder Valley School District RE-2  Director District C,Kathy Gebhardt,235,,2181307863
618,390,Boulder Valley School District RE-2  Director District C,Chris Barge,102,,2181307864
618,390,Boulder Valley School District RE-2  Director District C,Kathy Gebhardt,142,,2181307864
576,253,Boulder Valley School District RE-2  Director District C,Chris Barge,82,,2181307865
576,253,Boulder Valley School District RE-2  Director District C,Kathy Gebhardt,73,,2181307865
794,434,Boulder Valley School District RE-2  Director District C,Chris Barge,203,,2181307866
794,434,Boulder Valley School District RE-2  Director District C,Kathy Gebhardt,96,,2181307866
679,307,Boulder Valley School District RE-2  Director District C,Chris Barge,95,,2181307867
679,307,Boulder Valley School District RE-2  Director District C,Kathy Gebhardt,99,,2181307867
855,559,Boulder Valley School District RE-2  Director District C,Chris Barge,186,,2181307868
855,559,Boulder Valley School District RE-2  Director District C,Kathy Gebhardt,244,,2181307868
540,324,Boulder Valley School District RE-2  Director District C,Chris Barge,120,,2181307869
540,324,Boulder Valley School District RE-2  Director District C,Kathy Gebhardt,74,,2181307869
631,235,Boulder Valley School District RE-2  Director District C,Chris Barge,110,,2181307870
631,235,Boulder Valley School District RE-2  Director District C,Kathy Gebhardt,32,,2181307870
720,329,Boulder Valley School District RE-2  Director District C,Chris Barge,197,,2181307871
720,329,Boulder Valley School District RE-2  Director District C,Kathy Gebhardt,44,,2181307871
662,144,Boulder Valley School District RE-2  Director District C,Chris Barge,32,,2181307872
662,144,Boulder Valley School District RE-2  Director District C,Kathy Gebhardt,38,,2181307872
439,299,Boulder Valley School District RE-2  Director District C,Chris Barge,86,,2181307873
439,299,Boulder Valley School District RE-2  Director District C,Kathy Gebhardt,93,,2181307873
967,538,Boulder Valley School District RE-2  Director District C,Chris Barge,180,,2181307874
967,538,Boulder Valley School District RE-2  Director District C,Kathy Gebhardt,197,,2181307874
470,63,Boulder Valley School District RE-2  Director District C,Chris Barge,13,,2181307875
470,63,Boulder Valley School District RE-2  Director District C,Kathy Gebhardt,23,,2181307875
474,38,Boulder Valley School District RE-2  Director District C,Chris Barge,11,,2181307876
474,38,Boulder Valley School District RE-2  Director District C,Kathy Gebhardt,6,,2181307876
668,319,Boulder Valley School District RE-2  Director District C,Chris Barge,77,,2181307877
668,319,Boulder Valley School District RE-2  Director District C,Kathy Gebhardt,119,,2181307877
608,247,Boulder Valley School District RE-2  Director District C,Chris Barge,71,,2181307878
608,247,Boulder Valley School District RE-2  Director District C,Kathy Gebhardt,78,,2181307878
603,217,Boulder Valley School District RE-2  Director District C,Chris Barge,69,,2181307879
603,217,Boulder Valley School District RE-2  Director District C,Kathy Gebhardt,48,,2181307879
660,97,Boulder Valley School District RE-2  Director District C,Chris Barge,29,,2181307880
660,97,Boulder Valley School District RE-2  Director District C,Kathy Gebhardt,25,,2181307880
577,282,Boulder Valley School District RE-2  Director District C,Chris Barge,82,,2181307881
577,282,Boulder Valley School District RE-2  Director District C,Kathy Gebhardt,78,,2181307881
621,380,Boulder Valley School District RE-2  Director District C,Chris Barge,121,,2181307882
621,380,Boulder Valley School District RE-2  Director District C,Kathy Gebhardt,118,,2181307882
741,405,Boulder Valley School District RE-2  Director District C,Chris Barge,158,,2181307883
741,405,Boulder Valley School District RE-2  Director District C,Kathy Gebhardt,94,,2181307883
830,338,Boulder Valley School District RE-2  Director District C,Chris Barge,83,,2181307884
830,338,Boulder Valley School District RE-2  Director District C,Kathy Gebhardt,83,,2181307884
558,300,Boulder Valley School District RE-2  Director District C,Chris Barge,85,,2181307885
558,300,Boulder Valley School District RE-2  Director District C,Kathy Gebhardt,98,,2181307885
774,466,Boulder Valley School District RE-2  Director District C,Chris Barge,101,,2181307886
774,466,Boulder Valley School District RE-2  Director District C,Kathy Gebhardt,152,,2181307886
959,593,Boulder Valley School District RE-2  Director District C,Chris Barge,178,,2181307887
959,593,Boulder Valley School District RE-2  Director District C,Kathy Gebhardt,200,,2181307887
824,542,Boulder Valley School District RE-2  Director District C,Chris Barge,181,,2181307888
824,542,Boulder Valley School District RE-2  Director District C,Kathy Gebhardt,178,,2181307888
487,182,Boulder Valley School District RE-2  Director District C,Chris Barge,46,,2161307900
487,182,Boulder Valley School District RE-2  Director District C,Kathy Gebhardt,84,,2161307900
592,229,Boulder Valley School District RE-2  Director District C,Chris Barge,60,,2161307901
592,229,Boulder Valley School District RE-2  Director District C,Kathy Gebhardt,63,,2161307901
258,94,Boulder Valley School District RE-2  Director District C,Chris Barge,28,,2161307902
258,94,Boulder Valley School District RE-2  Director District C,Kathy Gebhardt,30,,2161307902
1701,724,Boulder Valley School District RE-2  Director District C,Chris Barge,180,,2181307903
1701,724,Boulder Valley School District RE-2  Director District C,Kathy Gebhardt,152,,2181307903
480,200,Boulder Valley School District RE-2  Director District C,Chris Barge,38,,2181307904
480,200,Boulder Valley School District RE-2  Director District C,Kathy Gebhardt,56,,2181307904
264,118,Boulder Valley School District RE-2  Director District C,Chris Barge,36,,2181307905
264,118,Boulder Valley School District RE-2  Director District C,Kathy Gebhardt,22,,2181307905
552,248,Boulder Valley School District RE-2  Director District C,Chris Barge,79,,2181307906
552,248,Boulder Valley School District RE-2  Director District C,Kathy Gebhardt,76,,2181307906
895,386,Boulder Valley School District RE-2  Director District C,Chris Barge,119,,2181307908
895,386,Boulder Valley School District RE-2  Director District C,Kathy Gebhardt,138,,2181307908
529,240,Boulder Valley School District RE-2  Director District C,Chris Barge,62,,2181307909
529,240,Boulder Valley School District RE-2  Director District C,Kathy Gebhardt,73,,2181307909
737,333,Boulder Valley School District RE-2  Director District C,Chris Barge,119,,2181307910
737,333,Boulder Valley School District RE-2  Director District C,Kathy Gebhardt,91,,2181307910
869,399,Boulder Valley School District RE-2  Director District C,Chris Barge,97,,2181307911
869,399,Boulder Valley School District RE-2  Director District C,Kathy Gebhardt,152,,2181307911
1069,509,Boulder Valley School District RE-2  Director District C,Chris Barge,163,,2181107912
1069,509,Boulder Valley School District RE-2  Director District C,Kathy Gebhardt,151,,2181107912
122,54,Boulder Valley School District RE-2  Director District C,Chris Barge,19,,2181107913
122,54,Boulder Valley School District RE-2  Director District C,Kathy Gebhardt,12,,2181107913
528,247,Boulder Valley School District RE-2  Director District C,Chris Barge,100,,2181307914
528,247,Boulder Valley School District RE-2  Director District C,Kathy Gebhardt,49,,2181307914
233,84,Boulder Valley School District RE-2  Director District C,Chris Barge,18,,2181307915
233,84,Boulder Valley School District RE-2  Director District C,Kathy Gebhardt,23,,2181307915
1111,346,Boulder Valley School District RE-2  Director District D,Sam Fuqua,226,,2163307100
1131,338,Boulder Valley School District RE-2  Director District D,Sam Fuqua,202,,2163307101
932,147,Boulder Valley School District RE-2  Director District D,Sam Fuqua,97,,2163307102
1039,367,Boulder Valley School District RE-2  Director District D,Sam Fuqua,203,,2163307103
981,321,Boulder Valley School District RE-2  Director District D,Sam Fuqua,174,,2163307104
398,96,Boulder Valley School District RE-2  Director District D,Sam Fuqua,53,,2163307105
895,319,Boulder Valley School District RE-2  Director District D,Sam Fuqua,202,,2163307106
565,150,Boulder Valley School District RE-2  Director District D,Sam Fuqua,93,,2163307107
582,299,Boulder Valley School District RE-2  Director District D,Sam Fuqua,183,,2171207200
637,327,Boulder Valley School District RE-2  Director District D,Sam Fuqua,209,,2171207201
1035,500,Boulder Valley School District RE-2  Director District D,Sam Fuqua,321,,2171207202
954,412,Boulder Valley School District RE-2  Director District D,Sam Fuqua,251,,2171207203
948,382,Boulder Valley School District RE-2  Director District D,Sam Fuqua,238,,2171207204
911,400,Boulder Valley School District RE-2  Director District D,Sam Fuqua,271,,2171207205
518,334,Boulder Valley School District RE-2  Director District D,Sam Fuqua,223,,2171207206
891,481,Boulder Valley School District RE-2  Director District D,Sam Fuqua,285,,2171207207
1003,462,Boulder Valley School District RE-2  Director District D,Sam Fuqua,310,,2171207208
575,291,Boulder Valley School District RE-2  Director District D,Sam Fuqua,171,,2171207209
861,386,Boulder Valley School District RE-2  Director District D,Sam Fuqua,243,,2171207210
1041,460,Boulder Valley School District RE-2  Director District D,Sam Fuqua,267,,2171207211
948,443,Boulder Valley School District RE-2  Director District D,Sam Fuqua,250,,2171207212
1749,788,Boulder Valley School District RE-2  Director District D,Sam Fuqua,507,,2171207213
1184,563,Boulder Valley School District RE-2  Director District D,Sam Fuqua,357,,2171207214
1106,479,Boulder Valley School District RE-2  Director District D,Sam Fuqua,274,,2171207300
1548,558,Boulder Valley School District RE-2  Director District D,Sam Fuqua,347,,2171207301
994,412,Boulder Valley School District RE-2  Director District D,Sam Fuqua,246,,2171207302
793,278,Boulder Valley School District RE-2  Director District D,Sam Fuqua,158,,2171207303
838,395,Boulder Valley School District RE-2  Director District D,Sam Fuqua,227,,2171207304
1020,383,Boulder Valley School District RE-2  Director District D,Sam Fuqua,244,,2171207305
1026,438,Boulder Valley School District RE-2  Director District D,Sam Fuqua,247,,2171207306
841,281,Boulder Valley School District RE-2  Director District D,Sam Fuqua,160,,2171207307
827,381,Boulder Valley School District RE-2  Director District D,Sam Fuqua,218,,2171207308
1067,530,Boulder Valley School District RE-2  Director District D,Sam Fuqua,307,,2171207309
1216,540,Boulder Valley School District RE-2  Director District D,Sam Fuqua,308,,2171207310
772,337,Boulder Valley School District RE-2  Director District D,Sam Fuqua,225,,2171207311
905,446,Boulder Valley School District RE-2  Director District D,Sam Fuqua,232,,2171207312
1223,554,Boulder Valley School District RE-2  Director District D,Sam Fuqua,317,,2171207313
1093,477,Boulder Valley School District RE-2  Director District D,Sam Fuqua,279,,2171207314
727,274,Boulder Valley School District RE-2  Director District D,Sam Fuqua,166,,2171207315
1111,505,Boulder Valley School District RE-2  Director District D,Sam Fuqua,251,,2171207316
114,60,Boulder Valley School District RE-2  Director District D,Sam Fuqua,33,,2173307400
646,286,Boulder Valley School District RE-2  Director District D,Sam Fuqua,156,,2181207401
595,287,Boulder Valley School District RE-2  Director District D,Sam Fuqua,150,,2181207402
913,465,Boulder Valley School District RE-2  Director District D,Sam Fuqua,250,,2181207403
884,420,Boulder Valley School District RE-2  Director District D,Sam Fuqua,246,,2181207404
472,222,Boulder Valley School District RE-2  Director District D,Sam Fuqua,129,,2181207405
255,107,Boulder Valley School District RE-2  Director District D,Sam Fuqua,54,,2181207406
159,66,Boulder Valley School District RE-2  Director District D,Sam Fuqua,25,,2171207407
746,323,Boulder Valley School District RE-2  Director District D,Sam Fuqua,140,,2173307410
612,242,Boulder Valley School District RE-2  Director District D,Sam Fuqua,137,,2173307411
1374,545,Boulder Valley School District RE-2  Director District D,Sam Fuqua,310,,2173307412
844,343,Boulder Valley School District RE-2  Director District D,Sam Fuqua,192,,2181007500
890,474,Boulder Valley School District RE-2  Director District D,Sam Fuqua,256,,2181007501
967,515,Boulder Valley School District RE-2  Director District D,Sam Fuqua,278,,2181007502
1393,757,Boulder Valley School District RE-2  Director District D,Sam Fuqua,387,,2181007503
838,404,Boulder Valley School District RE-2  Director District D,Sam Fuqua,210,,2181007800
235,87,Boulder Valley School District RE-2  Director District D,Sam Fuqua,47,,2181007801
667,233,Boulder Valley School District RE-2  Director District D,Sam Fuqua,146,,2181007802
803,290,Boulder Valley School District RE-2  Director District D,Sam Fuqua,167,,2181007803
1211,625,Boulder Valley School District RE-2  Director District D,Sam Fuqua,342,,2181007804
455,216,Boulder Valley School District RE-2  Director District D,Sam Fuqua,113,,2181007805
1056,511,Boulder Valley School District RE-2  Director District D,Sam Fuqua,238,,2181007806
1089,628,Boulder Valley School District RE-2  Director District D,Sam Fuqua,308,,2181007807
1712,770,Boulder Valley School District RE-2  Director District D,Sam Fuqua,418,,2181007808
967,573,Boulder Valley School District RE-2  Director District D,Sam Fuqua,296,,2181007809
994,580,Boulder Valley School District RE-2  Director District D,Sam Fuqua,287,,2181007810
1226,638,Boulder Valley School District RE-2  Director District D,Sam Fuqua,352,,2181007811
884,458,Boulder Valley School District RE-2  Director District D,Sam Fuqua,244,,2181007812
815,317,Boulder Valley School District RE-2  Director District D,Sam Fuqua,192,,2181007813
1013,528,Boulder Valley School District RE-2  Director District D,Sam Fuqua,266,,2181007814
725,252,Boulder Valley School District RE-2  Director District D,Sam Fuqua,132,,2181007815
997,447,Boulder Valley School District RE-2  Director District D,Sam Fuqua,232,,2181007816
784,507,Boulder Valley School District RE-2  Director District D,Sam Fuqua,247,,2181007817
989,608,Boulder Valley School District RE-2  Director District D,Sam Fuqua,297,,2181007818
841,485,Boulder Valley School District RE-2  Director District D,Sam Fuqua,265,,2181007819
690,428,Boulder Valley School District RE-2  Director District D,Sam Fuqua,226,,2181007820
1004,462,Boulder Valley School District RE-2  Director District D,Sam Fuqua,228,,2181007821
856,291,Boulder Valley School District RE-2  Director District D,Sam Fuqua,157,,2181007822
1521,550,Boulder Valley School District RE-2  Director District D,Sam Fuqua,265,,2181007823
990,515,Boulder Valley School District RE-2  Director District D,Sam Fuqua,256,,2181007824
560,341,Boulder Valley School District RE-2  Director District D,Sam Fuqua,149,,2181007825
744,418,Boulder Valley School District RE-2  Director District D,Sam Fuqua,199,,2181007826
792,401,Boulder Valley School District RE-2  Director District D,Sam Fuqua,209,,2181007827
584,227,Boulder Valley School District RE-2  Director District D,Sam Fuqua,105,,2181007828
657,234,Boulder Valley School District RE-2  Director District D,Sam Fuqua,112,,2181007829
589,118,Boulder Valley School District RE-2  Director District D,Sam Fuqua,55,,2181007830
715,191,Boulder Valley School District RE-2  Director District D,Sam Fuqua,91,,2181007831
288,126,Boulder Valley School District RE-2  Director District D,Sam Fuqua,43,,2181007832
600,112,Boulder Valley School District RE-2  Director District D,Sam Fuqua,67,,2181007833
695,24,Boulder Valley School District RE-2  Director District D,Sam Fuqua,20,,2181007834
401,38,Boulder Valley School District RE-2  Director District D,Sam Fuqua,20,,2181007835
465,196,Boulder Valley School District RE-2  Director District D,Sam Fuqua,103,,2181007836
713,159,Boulder Valley School District RE-2  Director District D,Sam Fuqua,67,,2181007837
384,97,Boulder Valley School District RE-2  Director District D,Sam Fuqua,55,,2181007838
578,340,Boulder Valley School District RE-2  Director District D,Sam Fuqua,188,,2181007839
540,281,Boulder Valley School District RE-2  Director District D,Sam Fuqua,126,,2181007840
695,390,Boulder Valley School District RE-2  Director District D,Sam Fuqua,203,,2181007841
1047,582,Boulder Valley School District RE-2  Director District D,Sam Fuqua,302,,2181007842
1179,713,Boulder Valley School District RE-2  Director District D,Sam Fuqua,364,,2181007843
671,337,Boulder Valley School District RE-2  Director District D,Sam Fuqua,194,,2181007844
792,307,Boulder Valley School District RE-2  Director District D,Sam Fuqua,145,,2181007845
949,236,Boulder Valley School District RE-2  Director District D,Sam Fuqua,145,,2181007846
575,86,Boulder Valley School District RE-2  Director District D,Sam Fuqua,47,,2181007847
617,241,Boulder Valley School District RE-2  Director District D,Sam Fuqua,123,,2181007848
658,38,Boulder Valley School District RE-2  Director District D,Sam Fuqua,29,,2181007849
637,420,Boulder Valley School District RE-2  Director District D,Sam Fuqua,213,,2181007850
851,444,Boulder Valley School District RE-2  Director District D,Sam Fuqua,247,,2181007851
1043,450,Boulder Valley School District RE-2  Director District D,Sam Fuqua,233,,2181007852
809,349,Boulder Valley School District RE-2  Director District D,Sam Fuqua,182,,2181007853
876,342,Boulder Valley School District RE-2  Director District D,Sam Fuqua,199,,2181307854
718,275,Boulder Valley School District RE-2  Director District D,Sam Fuqua,141,,2181307855
563,269,Boulder Valley School District RE-2  Director District D,Sam Fuqua,143,,2181307856
818,457,Boulder Valley School District RE-2  Director District D,Sam Fuqua,224,,2181307857
886,553,Boulder Valley School District RE-2  Director District D,Sam Fuqua,270,,2181307858
812,513,Boulder Valley School District RE-2  Director District D,Sam Fuqua,237,,2181307859
638,407,Boulder Valley School District RE-2  Director District D,Sam Fuqua,202,,2181307860
602,353,Boulder Valley School District RE-2  Director District D,Sam Fuqua,193,,2181307861
625,387,Boulder Valley School District RE-2  Director District D,Sam Fuqua,192,,2181307862
725,454,Boulder Valley School District RE-2  Director District D,Sam Fuqua,216,,2181307863
618,390,Boulder Valley School District RE-2  Director District D,Sam Fuqua,191,,2181307864
576,253,Boulder Valley School District RE-2  Director District D,Sam Fuqua,130,,2181307865
794,434,Boulder Valley School District RE-2  Director District D,Sam Fuqua,226,,2181307866
679,307,Boulder Valley School District RE-2  Director District D,Sam Fuqua,157,,2181307867
855,559,Boulder Valley School District RE-2  Director District D,Sam Fuqua,265,,2181307868
540,324,Boulder Valley School District RE-2  Director District D,Sam Fuqua,148,,2181307869
631,235,Boulder Valley School District RE-2  Director District D,Sam Fuqua,118,,2181307870
720,329,Boulder Valley School District RE-2  Director District D,Sam Fuqua,155,,2181307871
662,144,Boulder Valley School District RE-2  Director District D,Sam Fuqua,80,,2181307872
439,299,Boulder Valley School District RE-2  Director District D,Sam Fuqua,131,,2181307873
967,538,Boulder Valley School District RE-2  Director District D,Sam Fuqua,249,,2181307874
470,63,Boulder Valley School District RE-2  Director District D,Sam Fuqua,34,,2181307875
474,38,Boulder Valley School District RE-2  Director District D,Sam Fuqua,20,,2181307876
668,319,Boulder Valley School District RE-2  Director District D,Sam Fuqua,152,,2181307877
608,247,Boulder Valley School District RE-2  Director District D,Sam Fuqua,110,,2181307878
603,217,Boulder Valley School District RE-2  Director District D,Sam Fuqua,104,,2181307879
660,97,Boulder Valley School District RE-2  Director District D,Sam Fuqua,57,,2181307880
577,282,Boulder Valley School District RE-2  Director District D,Sam Fuqua,129,,2181307881
621,380,Boulder Valley School District RE-2  Director District D,Sam Fuqua,154,,2181307882
741,405,Boulder Valley School District RE-2  Director District D,Sam Fuqua,197,,2181307883
830,338,Boulder Valley School District RE-2  Director District D,Sam Fuqua,132,,2181307884
558,300,Boulder Valley School District RE-2  Director District D,Sam Fuqua,150,,2181307885
774,466,Boulder Valley School District RE-2  Director District D,Sam Fuqua,185,,2181307886
959,593,Boulder Valley School District RE-2  Director District D,Sam Fuqua,288,,2181307887
824,542,Boulder Valley School District RE-2  Director District D,Sam Fuqua,258,,2181307888
487,182,Boulder Valley School District RE-2  Director District D,Sam Fuqua,100,,2161307900
592,229,Boulder Valley School District RE-2  Director District D,Sam Fuqua,137,,2161307901
258,94,Boulder Valley School District RE-2  Director District D,Sam Fuqua,59,,2161307902
1701,724,Boulder Valley School District RE-2  Director District D,Sam Fuqua,365,,2181307903
480,200,Boulder Valley School District RE-2  Director District D,Sam Fuqua,99,,2181307904
264,118,Boulder Valley School District RE-2  Director District D,Sam Fuqua,62,,2181307905
552,248,Boulder Valley School District RE-2  Director District D,Sam Fuqua,135,,2181307906
895,386,Boulder Valley School District RE-2  Director District D,Sam Fuqua,205,,2181307908
529,240,Boulder Valley School District RE-2  Director District D,Sam Fuqua,134,,2181307909
737,333,Boulder Valley School District RE-2  Director District D,Sam Fuqua,182,,2181307910
869,399,Boulder Valley School District RE-2  Director District D,Sam Fuqua,210,,2181307911
1069,509,Boulder Valley School District RE-2  Director District D,Sam Fuqua,241,,2181107912
122,54,Boulder Valley School District RE-2  Director District D,Sam Fuqua,30,,2181107913
528,247,Boulder Valley School District RE-2  Director District D,Sam Fuqua,130,,2181307914
233,84,Boulder Valley School District RE-2  Director District D,Sam Fuqua,44,,2181307915
1111,346,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,219,,2163307100
1131,338,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,197,,2163307101
932,147,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,96,,2163307102
1039,367,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,207,,2163307103
981,321,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,172,,2163307104
398,96,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,52,,2163307105
895,319,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,203,,2163307106
565,150,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,90,,2163307107
582,299,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,182,,2171207200
637,327,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,213,,2171207201
1035,500,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,330,,2171207202
954,412,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,255,,2171207203
948,382,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,248,,2171207204
911,400,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,275,,2171207205
518,334,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,218,,2171207206
891,481,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,288,,2171207207
1003,462,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,313,,2171207208
575,291,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,174,,2171207209
861,386,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,244,,2171207210
1041,460,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,266,,2171207211
948,443,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,259,,2171207212
1749,788,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,504,,2171207213
1184,563,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,364,,2171207214
1106,479,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,281,,2171207300
1548,558,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,353,,2171207301
994,412,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,250,,2171207302
793,278,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,161,,2171207303
838,395,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,228,,2171207304
1020,383,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,245,,2171207305
1026,438,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,252,,2171207306
841,281,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,169,,2171207307
827,381,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,223,,2171207308
1067,530,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,315,,2171207309
1216,540,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,321,,2171207310
772,337,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,226,,2171207311
905,446,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,245,,2171207312
1223,554,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,314,,2171207313
1093,477,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,285,,2171207314
727,274,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,164,,2171207315
1111,505,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,251,,2171207316
114,60,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,34,,2173307400
646,286,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,155,,2181207401
595,287,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,155,,2181207402
913,465,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,247,,2181207403
884,420,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,247,,2181207404
472,222,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,127,,2181207405
255,107,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,56,,2181207406
159,66,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,25,,2171207407
746,323,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,144,,2173307410
612,242,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,135,,2173307411
1374,545,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,321,,2173307412
844,343,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,184,,2181007500
890,474,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,262,,2181007501
967,515,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,273,,2181007502
1393,757,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,380,,2181007503
838,404,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,210,,2181007800
235,87,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,46,,2181007801
667,233,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,145,,2181007802
803,290,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,167,,2181007803
1211,625,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,346,,2181007804
455,216,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,111,,2181007805
1056,511,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,237,,2181007806
1089,628,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,304,,2181007807
1712,770,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,380,,2181007808
967,573,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,278,,2181007809
994,580,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,285,,2181007810
1226,638,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,338,,2181007811
884,458,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,236,,2181007812
815,317,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,191,,2181007813
1013,528,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,260,,2181007814
725,252,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,134,,2181007815
997,447,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,235,,2181007816
784,507,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,244,,2181007817
989,608,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,295,,2181007818
841,485,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,251,,2181007819
690,428,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,224,,2181007820
1004,462,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,223,,2181007821
856,291,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,158,,2181007822
1521,550,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,260,,2181007823
990,515,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,246,,2181007824
560,341,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,149,,2181007825
744,418,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,191,,2181007826
792,401,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,195,,2181007827
584,227,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,101,,2181007828
657,234,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,116,,2181007829
589,118,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,54,,2181007830
715,191,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,94,,2181007831
288,126,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,41,,2181007832
600,112,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,69,,2181007833
695,24,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,20,,2181007834
401,38,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,20,,2181007835
465,196,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,101,,2181007836
713,159,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,68,,2181007837
384,97,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,54,,2181007838
578,340,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,190,,2181007839
540,281,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,128,,2181007840
695,390,Boulder Valley School District RE-2  Director District G,Richard L. Garcia,201,,2181007841
