Precinct Name,Active Voters,Total Ballots,Contest Name,Choice Name,Total Votes
2171207306,1263.0,651,Proposition II (Statutory),No,100
2171207306,1263.0,651,Boulder County Ballot Issue 1A,Yes,547
2171207306,1263.0,651,Boulder County Ballot Issue 1A,No,97
2171207306,1263.0,651,Boulder County Ballot Issue 1B,Yes,510
2171207306,1263.0,651,Boulder County Ballot Issue 1B,No,117
2171207307,1519.0,477,City of Lafayette City Council Candidates,Tim Barnes,265
2171207307,1519.0,477,City of Lafayette City Council Candidates,JD Mangat,322
2171207307,1519.0,477,City of Lafayette City Council Candidates,Eric Ryant,134
2171207307,1519.0,477,City of Lafayette City Council Candidates,John W. Watson,63
2171207307,1519.0,477,City of Lafayette City Council Candidates,Gala W. Orba,136
2171207307,1519.0,477,City of Lafayette City Council Candidates,David Fridland,211
2171207307,1519.0,477,City of Lafayette City Council Candidates,Crystal Gallegos,171
2171207307,1519.0,477,Boulder Valley School District RE-2 Director District A (4 Years),Jason Unger,190
2171207307,1519.0,477,Boulder Valley School District RE-2 Director District A (4 Years),Neil Fishman,176
2171207307,1519.0,477,Boulder Valley School District RE-2 Director District C (4 Years),Andrew Steffl,51
2171207307,1519.0,477,Boulder Valley School District RE-2 Director District C (4 Years),Alex Medler,195
2171207307,1519.0,477,Boulder Valley School District RE-2 Director District C (4 Years),Cynthia Nevison,115
2171207307,1519.0,477,Boulder Valley School District RE-2 Director District D (4 Years),Andrew Brandt,177
2171207307,1519.0,477,Boulder Valley School District RE-2 Director District D (4 Years),Lalenia Quinlan Aweida,182
2171207307,1519.0,477,Boulder Valley School District RE-2 Director District G (4 Years),Anil Kiran Pesaramelli,61
2171207307,1519.0,477,Boulder Valley School District RE-2 Director District G (4 Years),Stuart Lord,107
2171207307,1519.0,477,Boulder Valley School District RE-2 Director District G (4 Years),Jorge Chávez,213
2171207307,1519.0,477,Proposition HH (Statutory),Yes,262
2171207307,1519.0,477,Proposition HH (Statutory),No,209
2171207307,1519.0,477,Proposition II (Statutory),Yes,375
2171207307,1519.0,477,Proposition II (Statutory),No,97
2171207307,1519.0,477,Boulder County Ballot Issue 1A,Yes,386
2171207307,1519.0,477,Boulder County Ballot Issue 1A,No,82
2171207307,1519.0,477,Boulder County Ballot Issue 1B,Yes,359
2171207307,1519.0,477,Boulder County Ballot Issue 1B,No,101
2171207308,1073.0,561,City of Lafayette City Council Candidates,Tim Barnes,318
2171207308,1073.0,561,City of Lafayette City Council Candidates,JD Mangat,398
2171207308,1073.0,561,City of Lafayette City Council Candidates,Eric Ryant,162
2171207308,1073.0,561,City of Lafayette City Council Candidates,John W. Watson,78
2171207308,1073.0,561,City of Lafayette City Council Candidates,Gala W. Orba,132
2171207308,1073.0,561,City of Lafayette City Council Candidates,David Fridland,320
2171207308,1073.0,561,City of Lafayette City Council Candidates,Crystal Gallegos,182
2171207308,1073.0,561,Boulder Valley School District RE-2 Director District A (4 Years),Jason Unger,226
2171207308,1073.0,561,Boulder Valley School District RE-2 Director District A (4 Years),Neil Fishman,190
2171207308,1073.0,561,Boulder Valley School District RE-2 Director District C (4 Years),Andrew Steffl,39
2171207308,1073.0,561,Boulder Valley School District RE-2 Director District C (4 Years),Alex Medler,266
2171207308,1073.0,561,Boulder Valley School District RE-2 Director District C (4 Years),Cynthia Nevison,115
2171207308,1073.0,561,Boulder Valley School District RE-2 Director District D (4 Years),Andrew Brandt,160
2171207308,1073.0,561,Boulder Valley School District RE-2 Director District D (4 Years),Lalenia Quinlan Aweida,248
2171207308,1073.0,561,Boulder Valley School District RE-2 Director District G (4 Years),Anil Kiran Pesaramelli,48
2171207308,1073.0,561,Boulder Valley School District RE-2 Director District G (4 Years),Stuart Lord,86
2171207308,1073.0,561,Boulder Valley School District RE-2 Director District G (4 Years),Jorge Chávez,307
2171207308,1073.0,561,Proposition HH (Statutory),Yes,352
2171207308,1073.0,561,Proposition HH (Statutory),No,203
2171207308,1073.0,561,Proposition II (Statutory),Yes,454
2171207308,1073.0,561,Proposition II (Statutory),No,98
2171207308,1073.0,561,Boulder County Ballot Issue 1A,Yes,477
2171207308,1073.0,561,Boulder County Ballot Issue 1A,No,74
2171207308,1073.0,561,Boulder County Ballot Issue 1B,Yes,428
2171207308,1073.0,561,Boulder County Ballot Issue 1B,No,109
2171207309,1176.0,658,City of Lafayette City Council Candidates,Tim Barnes,404
2171207309,1176.0,658,City of Lafayette City Council Candidates,JD Mangat,437
2171207309,1176.0,658,City of Lafayette City Council Candidates,Eric Ryant,220
2171207309,1176.0,658,City of Lafayette City Council Candidates,John W. Watson,74
2171207309,1176.0,658,City of Lafayette City Council Candidates,Gala W. Orba,153
2171207309,1176.0,658,City of Lafayette City Council Candidates,David Fridland,389
2171207309,1176.0,658,City of Lafayette City Council Candidates,Crystal Gallegos,204
2171207309,1176.0,658,Boulder Valley School District RE-2 Director District A (4 Years),Jason Unger,302
2171207309,1176.0,658,Boulder Valley School District RE-2 Director District A (4 Years),Neil Fishman,193
2171207309,1176.0,658,Boulder Valley School District RE-2 Director District C (4 Years),Andrew Steffl,54
2171207309,1176.0,658,Boulder Valley School District RE-2 Director District C (4 Years),Alex Medler,280
2171207309,1176.0,658,Boulder Valley School District RE-2 Director District C (4 Years),Cynthia Nevison,149
2171207309,1176.0,658,Boulder Valley School District RE-2 Director District D (4 Years),Andrew Brandt,191
2171207309,1176.0,658,Boulder Valley School District RE-2 Director District D (4 Years),Lalenia Quinlan Aweida,287
2171207309,1176.0,658,Boulder Valley School District RE-2 Director District G (4 Years),Anil Kiran Pesaramelli,50
2171207309,1176.0,658,Boulder Valley School District RE-2 Director District G (4 Years),Stuart Lord,109
2171207309,1176.0,658,Boulder Valley School District RE-2 Director District G (4 Years),Jorge Chávez,342
2171207309,1176.0,658,Proposition HH (Statutory),Yes,391
2171207309,1176.0,658,Proposition HH (Statutory),No,259
2171207309,1176.0,658,Proposition II (Statutory),Yes,555
2171207309,1176.0,658,Proposition II (Statutory),No,96
2171207309,1176.0,658,Boulder County Ballot Issue 1A,Yes,559
2171207309,1176.0,658,Boulder County Ballot Issue 1A,No,91
2171207309,1176.0,658,Boulder County Ballot Issue 1B,Yes,515
2171207309,1176.0,658,Boulder County Ballot Issue 1B,No,124
2171207310,1531.0,853,City of Lafayette City Council Candidates,Tim Barnes,500
2171207310,1531.0,853,City of Lafayette City Council Candidates,JD Mangat,591
2171207310,1531.0,853,City of Lafayette City Council Candidates,Eric Ryant,268
2171207310,1531.0,853,City of Lafayette City Council Candidates,John W. Watson,113
2171207310,1531.0,853,City of Lafayette City Council Candidates,Gala W. Orba,218
2171207310,1531.0,853,City of Lafayette City Council Candidates,David Fridland,483
2171207310,1531.0,853,City of Lafayette City Council Candidates,Crystal Gallegos,257
2171207310,1531.0,858,Boulder Valley School District RE-2 Director District A (4 Years),Jason Unger,345
2171207310,1531.0,858,Boulder Valley School District RE-2 Director District A (4 Years),Neil Fishman,269
2171207310,1531.0,858,Boulder Valley School District RE-2 Director District C (4 Years),Andrew Steffl,63
2171207310,1531.0,858,Boulder Valley School District RE-2 Director District C (4 Years),Alex Medler,373
2171207310,1531.0,858,Boulder Valley School District RE-2 Director District C (4 Years),Cynthia Nevison,188
2171207310,1531.0,858,Boulder Valley School District RE-2 Director District D (4 Years),Andrew Brandt,245
2171207310,1531.0,858,Boulder Valley School District RE-2 Director District D (4 Years),Lalenia Quinlan Aweida,363
2171207310,1531.0,858,Boulder Valley School District RE-2 Director District G (4 Years),Anil Kiran Pesaramelli,79
2171207310,1531.0,858,Boulder Valley School District RE-2 Director District G (4 Years),Stuart Lord,129
2171207310,1531.0,858,Boulder Valley School District RE-2 Director District G (4 Years),Jorge Chávez,452
2171207310,1531.0,858,Proposition HH (Statutory),Yes,529
2171207310,1531.0,858,Proposition HH (Statutory),No,319
2171207310,1531.0,858,Proposition II (Statutory),Yes,709
2171207310,1531.0,858,Proposition II (Statutory),No,142
2171207310,1531.0,858,Boulder County Ballot Issue 1A,Yes,729
2171207310,1531.0,858,Boulder County Ballot Issue 1A,No,112
2171207310,1531.0,858,Boulder County Ballot Issue 1B,Yes,642
2171207310,1531.0,858,Boulder County Ballot Issue 1B,No,180
2171207310,1531.0,0,Town of Erie Ballot Question 3A,Yes,0
2171207310,1531.0,0,Town of Erie Ballot Question 3A,No,0
2171207310,1531.0,0,Town of Erie Ballot Question 3B,Yes,0
2171207310,1531.0,0,Town of Erie Ballot Question 3B,No,0
2171207311,840.0,456,City of Lafayette City Council Candidates,Tim Barnes,296
2171207311,840.0,456,City of Lafayette City Council Candidates,JD Mangat,324
2171207311,840.0,456,City of Lafayette City Council Candidates,Eric Ryant,115
2171207311,840.0,456,City of Lafayette City Council Candidates,John W. Watson,55
2171207311,840.0,456,City of Lafayette City Council Candidates,Gala W. Orba,136
2171207311,840.0,456,City of Lafayette City Council Candidates,David Fridland,220
2171207311,840.0,456,City of Lafayette City Council Candidates,Crystal Gallegos,157
2171207311,840.0,456,Boulder Valley School District RE-2 Director District A (4 Years),Jason Unger,209
2171207311,840.0,456,Boulder Valley School District RE-2 Director District A (4 Years),Neil Fishman,144
2171207311,840.0,456,Boulder Valley School District RE-2 Director District C (4 Years),Andrew Steffl,31
2171207311,840.0,456,Boulder Valley School District RE-2 Director District C (4 Years),Alex Medler,202
2171207311,840.0,456,Boulder Valley School District RE-2 Director District C (4 Years),Cynthia Nevison,113
2171207311,840.0,456,Boulder Valley School District RE-2 Director District D (4 Years),Andrew Brandt,143
2171207311,840.0,456,Boulder Valley School District RE-2 Director District D (4 Years),Lalenia Quinlan Aweida,211
2171207311,840.0,456,Boulder Valley School District RE-2 Director District G (4 Years),Anil Kiran Pesaramelli,46
2171207311,840.0,456,Boulder Valley School District RE-2 Director District G (4 Years),Stuart Lord,89
2171207311,840.0,456,Boulder Valley School District RE-2 Director District G (4 Years),Jorge Chávez,221
2171207311,840.0,456,Proposition HH (Statutory),Yes,285
2171207311,840.0,456,Proposition HH (Statutory),No,166
2171207311,840.0,456,Proposition II (Statutory),Yes,393
2171207311,840.0,456,Proposition II (Statutory),No,59
2171207311,840.0,456,Boulder County Ballot Issue 1A,Yes,397
2171207311,840.0,456,Boulder County Ballot Issue 1A,No,53
2171207311,840.0,456,Boulder County Ballot Issue 1B,Yes,365
2171207311,840.0,456,Boulder County Ballot Issue 1B,No,78
2171207312,1004.0,640,City of Lafayette City Council Candidates,Tim Barnes,359
2171207312,1004.0,640,City of Lafayette City Council Candidates,JD Mangat,440
2171207312,1004.0,640,City of Lafayette City Council Candidates,Eric Ryant,219
2171207312,1004.0,640,City of Lafayette City Council Candidates,John W. Watson,103
2171207312,1004.0,640,City of Lafayette City Council Candidates,Gala W. Orba,154
2171207312,1004.0,640,City of Lafayette City Council Candidates,David Fridland,357
2171207312,1004.0,640,City of Lafayette City Council Candidates,Crystal Gallegos,181
2171207312,1004.0,640,Boulder Valley School District RE-2 Director District A (4 Years),Jason Unger,289
2171207312,1004.0,640,Boulder Valley School District RE-2 Director District A (4 Years),Neil Fishman,177
2171207312,1004.0,640,Boulder Valley School District RE-2 Director District C (4 Years),Andrew Steffl,48
2171207312,1004.0,640,Boulder Valley School District RE-2 Director District C (4 Years),Alex Medler,292
2171207312,1004.0,640,Boulder Valley School District RE-2 Director District C (4 Years),Cynthia Nevison,127
2171207312,1004.0,640,Boulder Valley School District RE-2 Director District D (4 Years),Andrew Brandt,183
2171207312,1004.0,640,Boulder Valley School District RE-2 Director District D (4 Years),Lalenia Quinlan Aweida,272
2171207312,1004.0,640,Boulder Valley School District RE-2 Director District G (4 Years),Anil Kiran Pesaramelli,61
2171207312,1004.0,640,Boulder Valley School District RE-2 Director District G (4 Years),Stuart Lord,173
2171207312,1004.0,640,Boulder Valley School District RE-2 Director District G (4 Years),Jorge Chávez,217
2171207312,1004.0,640,Proposition HH (Statutory),Yes,390
2171207312,1004.0,640,Proposition HH (Statutory),No,238
2171207312,1004.0,640,Proposition II (Statutory),Yes,541
2171207312,1004.0,640,Proposition II (Statutory),No,92
2171207312,1004.0,640,Boulder County Ballot Issue 1A,Yes,532
2171207312,1004.0,640,Boulder County Ballot Issue 1A,No,100
2171207312,1004.0,640,Boulder County Ballot Issue 1B,Yes,464
2171207312,1004.0,640,Boulder County Ballot Issue 1B,No,153
2171207313,1317.0,773,City of Lafayette City Council Candidates,Tim Barnes,491
2171207313,1317.0,773,City of Lafayette City Council Candidates,JD Mangat,579
2171207313,1317.0,773,City of Lafayette City Council Candidates,Eric Ryant,239
2171207313,1317.0,773,City of Lafayette City Council Candidates,John W. Watson,132
2171207313,1317.0,773,City of Lafayette City Council Candidates,Gala W. Orba,166
2171207313,1317.0,773,City of Lafayette City Council Candidates,David Fridland,498
2171207313,1317.0,773,City of Lafayette City Council Candidates,Crystal Gallegos,235
2171207313,1317.0,808,Boulder Valley School District RE-2 Director District A (4 Years),Jason Unger,419
2171207313,1317.0,808,Boulder Valley School District RE-2 Director District A (4 Years),Neil Fishman,208
2171207313,1317.0,808,Boulder Valley School District RE-2 Director District C (4 Years),Andrew Steffl,60
2171207313,1317.0,808,Boulder Valley School District RE-2 Director District C (4 Years),Alex Medler,421
2171207313,1317.0,808,Boulder Valley School District RE-2 Director District C (4 Years),Cynthia Nevison,149
2171207313,1317.0,808,Boulder Valley School District RE-2 Director District D (4 Years),Andrew Brandt,207
2171207313,1317.0,808,Boulder Valley School District RE-2 Director District D (4 Years),Lalenia Quinlan Aweida,414
2171207313,1317.0,808,Boulder Valley School District RE-2 Director District G (4 Years),Anil Kiran Pesaramelli,88
2171207313,1317.0,808,Boulder Valley School District RE-2 Director District G (4 Years),Stuart Lord,181
2171207313,1317.0,808,Boulder Valley School District RE-2 Director District G (4 Years),Jorge Chávez,367
2171207313,1317.0,808,Proposition HH (Statutory),Yes,506
2171207313,1317.0,808,Proposition HH (Statutory),No,292
2171207313,1317.0,808,Proposition II (Statutory),Yes,709
2171207313,1317.0,808,Proposition II (Statutory),No,96
2171207313,1317.0,808,Boulder County Ballot Issue 1A,Yes,699
2171207313,1317.0,808,Boulder County Ballot Issue 1A,No,100
2171207313,1317.0,808,Boulder County Ballot Issue 1B,Yes,626
2171207313,1317.0,808,Boulder County Ballot Issue 1B,No,159
2171207314,1490.0,841,City of Lafayette City Council Candidates,Tim Barnes,456
2171207314,1490.0,841,City of Lafayette City Council Candidates,JD Mangat,592
2171207314,1490.0,841,City of Lafayette City Council Candidates,Eric Ryant,231
2171207314,1490.0,841,City of Lafayette City Council Candidates,John W. Watson,152
2171207314,1490.0,841,City of Lafayette City Council Candidates,Gala W. Orba,200
2171207314,1490.0,841,City of Lafayette City Council Candidates,David Fridland,477
2171207314,1490.0,841,City of Lafayette City Council Candidates,Crystal Gallegos,221
2171207314,1490.0,880,Boulder Valley School District RE-2 Director District A (4 Years),Jason Unger,484
2171207314,1490.0,880,Boulder Valley School District RE-2 Director District A (4 Years),Neil Fishman,199
2171207314,1490.0,880,Boulder Valley School District RE-2 Director District C (4 Years),Andrew Steffl,77
2171207314,1490.0,880,Boulder Valley School District RE-2 Director District C (4 Years),Alex Medler,474
2171207314,1490.0,880,Boulder Valley School District RE-2 Director District C (4 Years),Cynthia Nevison,145
2171207314,1490.0,880,Boulder Valley School District RE-2 Director District D (4 Years),Andrew Brandt,236
2171207314,1490.0,880,Boulder Valley School District RE-2 Director District D (4 Years),Lalenia Quinlan Aweida,443
2171207314,1490.0,880,Boulder Valley School District RE-2 Director District G (4 Years),Anil Kiran Pesaramelli,93
2171207314,1490.0,880,Boulder Valley School District RE-2 Director District G (4 Years),Stuart Lord,223
2171207314,1490.0,880,Boulder Valley School District RE-2 Director District G (4 Years),Jorge Chávez,369
2171207314,1490.0,880,Proposition HH (Statutory),Yes,566
2171207314,1490.0,880,Proposition HH (Statutory),No,302
2171207314,1490.0,880,Proposition II (Statutory),Yes,788
2171207314,1490.0,880,Proposition II (Statutory),No,84
2171207314,1490.0,880,Boulder County Ballot Issue 1A,Yes,770
2171207314,1490.0,880,Boulder County Ballot Issue 1A,No,101
2171207314,1490.0,880,Boulder County Ballot Issue 1B,Yes,675
2171207314,1490.0,880,Boulder County Ballot Issue 1B,No,168
2171207315,862.0,471,City of Lafayette City Council Candidates,Tim Barnes,226
2171207315,862.0,471,City of Lafayette City Council Candidates,JD Mangat,294
2171207315,862.0,471,City of Lafayette City Council Candidates,Eric Ryant,148
2171207315,862.0,471,City of Lafayette City Council Candidates,John W. Watson,93
2171207315,862.0,471,City of Lafayette City Council Candidates,Gala W. Orba,103
2171207315,862.0,471,City of Lafayette City Council Candidates,David Fridland,234
2171207315,862.0,471,City of Lafayette City Council Candidates,Crystal Gallegos,122
2171207315,862.0,483,Boulder Valley School District RE-2 Director District A (4 Years),Jason Unger,199
2171207315,862.0,483,Boulder Valley School District RE-2 Director District A (4 Years),Neil Fishman,116
2171207315,862.0,483,Boulder Valley School District RE-2 Director District C (4 Years),Andrew Steffl,30
2171207315,862.0,483,Boulder Valley School District RE-2 Director District C (4 Years),Alex Medler,203
2171207315,862.0,483,Boulder Valley School District RE-2 Director District C (4 Years),Cynthia Nevison,95
2171207315,862.0,483,Boulder Valley School District RE-2 Director District D (4 Years),Andrew Brandt,109
2171207315,862.0,483,Boulder Valley School District RE-2 Director District D (4 Years),Lalenia Quinlan Aweida,215
2171207315,862.0,483,Boulder Valley School District RE-2 Director District G (4 Years),Anil Kiran Pesaramelli,42
2171207315,862.0,483,Boulder Valley School District RE-2 Director District G (4 Years),Stuart Lord,114
2171207315,862.0,483,Boulder Valley School District RE-2 Director District G (4 Years),Jorge Chávez,158
2171207315,862.0,483,Proposition HH (Statutory),Yes,278
2171207315,862.0,483,Proposition HH (Statutory),No,197
2171207315,862.0,483,Proposition II (Statutory),Yes,386
2171207315,862.0,483,Proposition II (Statutory),No,93
2171207315,862.0,483,Boulder County Ballot Issue 1A,Yes,394
2171207315,862.0,483,Boulder County Ballot Issue 1A,No,81
2171207315,862.0,483,Boulder County Ballot Issue 1B,Yes,344
2171207315,862.0,483,Boulder County Ballot Issue 1B,No,119
2171207316,1332.0,651,City of Lafayette City Council Candidates,Tim Barnes,352
2171207316,1332.0,651,City of Lafayette City Council Candidates,JD Mangat,420
2171207316,1332.0,651,City of Lafayette City Council Candidates,Eric Ryant,218
2171207316,1332.0,651,City of Lafayette City Council Candidates,John W. Watson,99
2171207316,1332.0,651,City of Lafayette City Council Candidates,Gala W. Orba,151
2171207316,1332.0,651,City of Lafayette City Council Candidates,David Fridland,356
2171207316,1332.0,651,City of Lafayette City Council Candidates,Crystal Gallegos,203
2171207316,1332.0,797,Boulder Valley School District RE-2 Director District A (4 Years),Jason Unger,379
2171207316,1332.0,797,Boulder Valley School District RE-2 Director District A (4 Years),Neil Fishman,183
2171207316,1332.0,797,Boulder Valley School District RE-2 Director District C (4 Years),Andrew Steffl,47
2171207316,1332.0,797,Boulder Valley School District RE-2 Director District C (4 Years),Alex Medler,328
2171207316,1332.0,797,Boulder Valley School District RE-2 Director District C (4 Years),Cynthia Nevison,211
2171207316,1332.0,797,Boulder Valley School District RE-2 Director District D (4 Years),Andrew Brandt,208
2171207316,1332.0,797,Boulder Valley School District RE-2 Director District D (4 Years),Lalenia Quinlan Aweida,342
2171207316,1332.0,797,Boulder Valley School District RE-2 Director District G (4 Years),Anil Kiran Pesaramelli,88
2171207316,1332.0,797,Boulder Valley School District RE-2 Director District G (4 Years),Stuart Lord,225
2171207316,1332.0,797,Boulder Valley School District RE-2 Director District G (4 Years),Jorge Chávez,287
2171207316,1332.0,797,Proposition HH (Statutory),Yes,431
2171207316,1332.0,797,Proposition HH (Statutory),No,358
2171207316,1332.0,797,Proposition II (Statutory),Yes,631
2171207316,1332.0,797,Proposition II (Statutory),No,161
2171207316,1332.0,797,Boulder County Ballot Issue 1A,Yes,631
2171207316,1332.0,797,Boulder County Ballot Issue 1A,No,161
2171207316,1332.0,797,Boulder County Ballot Issue 1B,Yes,522
2171207316,1332.0,797,Boulder County Ballot Issue 1B,No,256
2171907400,1913.0,890,Boulder Valley School District RE-2 Director District A (4 Years),Jason Unger,399
2171907400,1913.0,890,Boulder Valley School District RE-2 Director District A (4 Years),Neil Fishman,287
2171907400,1913.0,890,Boulder Valley School District RE-2 Director District C (4 Years),Andrew Steffl,74
2171907400,1913.0,890,Boulder Valley School District RE-2 Director District C (4 Years),Alex Medler,415
2171907400,1913.0,890,Boulder Valley School District RE-2 Director District C (4 Years),Cynthia Nevison,203
2171907400,1913.0,890,Boulder Valley School District RE-2 Director District D (4 Years),Andrew Brandt,280
2171907400,1913.0,890,Boulder Valley School District RE-2 Director District D (4 Years),Lalenia Quinlan Aweida,390
2171907400,1913.0,890,Boulder Valley School District RE-2 Director District G (4 Years),Anil Kiran Pesaramelli,205
2171907400,1913.0,890,Boulder Valley School District RE-2 Director District G (4 Years),Stuart Lord,160
2171907400,1913.0,890,Boulder Valley School District RE-2 Director District G (4 Years),Jorge Chávez,331
2171907400,1913.0,890,Proposition HH (Statutory),Yes,507
2171907400,1913.0,890,Proposition HH (Statutory),No,377
2171907400,1913.0,890,Proposition II (Statutory),Yes,753
2171907400,1913.0,890,Proposition II (Statutory),No,132
2171907400,1913.0,890,Boulder County Ballot Issue 1A,Yes,731
2171907400,1913.0,890,Boulder County Ballot Issue 1A,No,152
2171907400,1913.0,890,Boulder County Ballot Issue 1B,Yes,631
2171907400,1913.0,890,Boulder County Ballot Issue 1B,No,243
2171907400,1913.0,878,Town of Erie Ballot Question 3A,Yes,542
2171907400,1913.0,878,Town of Erie Ballot Question 3A,No,247
2171907400,1913.0,878,Town of Erie Ballot Question 3B,Yes,527
2171907400,1913.0,878,Town of Erie Ballot Question 3B,No,298
2171907401,1562.0,803,Boulder Valley School District RE-2 Director District A (4 Years),Jason Unger,377
2171907401,1562.0,803,Boulder Valley School District RE-2 Director District A (4 Years),Neil Fishman,218
2171907401,1562.0,803,Boulder Valley School District RE-2 Director District C (4 Years),Andrew Steffl,68
2171907401,1562.0,803,Boulder Valley School District RE-2 Director District C (4 Years),Alex Medler,362
2171907401,1562.0,803,Boulder Valley School District RE-2 Director District C (4 Years),Cynthia Nevison,176
2171907401,1562.0,803,Boulder Valley School District RE-2 Director District D (4 Years),Andrew Brandt,250
2171907401,1562.0,803,Boulder Valley School District RE-2 Director District D (4 Years),Lalenia Quinlan Aweida,341
2171907401,1562.0,803,Boulder Valley School District RE-2 Director District G (4 Years),Anil Kiran Pesaramelli,104
2171907401,1562.0,803,Boulder Valley School District RE-2 Director District G (4 Years),Stuart Lord,125
2171907401,1562.0,803,Boulder Valley School District RE-2 Director District G (4 Years),Jorge Chávez,415
2171907401,1562.0,803,Proposition HH (Statutory),Yes,449
2171907401,1562.0,803,Proposition HH (Statutory),No,341
2171907401,1562.0,803,Proposition II (Statutory),Yes,610
2171907401,1562.0,803,Proposition II (Statutory),No,190
2171907401,1562.0,803,Boulder County Ballot Issue 1A,Yes,631
2171907401,1562.0,803,Boulder County Ballot Issue 1A,No,166
2171907401,1562.0,803,Boulder County Ballot Issue 1B,Yes,540
2171907401,1562.0,803,Boulder County Ballot Issue 1B,No,247
2171907401,1562.0,792,Town of Erie Ballot Question 3A,Yes,401
2171907401,1562.0,792,Town of Erie Ballot Question 3A,No,274
2171907401,1562.0,792,Town of Erie Ballot Question 3B,Yes,417
2171907401,1562.0,792,Town of Erie Ballot Question 3B,No,304
2171907402,1461.0,841,Boulder Valley School District RE-2 Director District A (4 Years),Jason Unger,402
2171907402,1461.0,841,Boulder Valley School District RE-2 Director District A (4 Years),Neil Fishman,223
2171907402,1461.0,841,Boulder Valley School District RE-2 Director District C (4 Years),Andrew Steffl,63
2171907402,1461.0,841,Boulder Valley School District RE-2 Director District C (4 Years),Alex Medler,366
2171907402,1461.0,841,Boulder Valley School District RE-2 Director District C (4 Years),Cynthia Nevison,207
2171907402,1461.0,841,Boulder Valley School District RE-2 Director District D (4 Years),Andrew Brandt,247
2171907402,1461.0,841,Boulder Valley School District RE-2 Director District D (4 Years),Lalenia Quinlan Aweida,378
2171907402,1461.0,841,Boulder Valley School District RE-2 Director District G (4 Years),Anil Kiran Pesaramelli,140
2171907402,1461.0,841,Boulder Valley School District RE-2 Director District G (4 Years),Stuart Lord,166
2171907402,1461.0,841,Boulder Valley School District RE-2 Director District G (4 Years),Jorge Chávez,343
2171907402,1461.0,841,Proposition HH (Statutory),Yes,443
2171907402,1461.0,841,Proposition HH (Statutory),No,390
2171907402,1461.0,841,Proposition II (Statutory),Yes,664
2171907402,1461.0,841,Proposition II (Statutory),No,165
2171907402,1461.0,841,Boulder County Ballot Issue 1A,Yes,639
2171907402,1461.0,841,Boulder County Ballot Issue 1A,No,190
2171907402,1461.0,841,Boulder County Ballot Issue 1B,Yes,541
2171907402,1461.0,841,Boulder County Ballot Issue 1B,No,278
2171907402,1461.0,841,Town of Erie Ballot Question 3A,Yes,442
2171907402,1461.0,841,Town of Erie Ballot Question 3A,No,303
2171907402,1461.0,841,Town of Erie Ballot Question 3B,Yes,463
2171907402,1461.0,841,Town of Erie Ballot Question 3B,No,334
2171907403,1461.0,713,Proposition HH (Statutory),Yes,363
2171907403,1461.0,713,Proposition HH (Statutory),No,345
2171907403,1461.0,713,Proposition II (Statutory),Yes,564
2171907403,1461.0,713,Proposition II (Statutory),No,143
2171907403,1461.0,713,Boulder County Ballot Issue 1A,Yes,572
2171907403,1461.0,713,Boulder County Ballot Issue 1A,No,136
2171907403,1461.0,713,Boulder County Ballot Issue 1B,Yes,490
2171907403,1461.0,713,Boulder County Ballot Issue 1B,No,213
2171907403,1461.0,713,Town of Erie Ballot Question 3A,Yes,413
2171907403,1461.0,713,Town of Erie Ballot Question 3A,No,244
2171907403,1461.0,713,Town of Erie Ballot Question 3B,Yes,403
2171907403,1461.0,713,Town of Erie Ballot Question 3B,No,278
2171907404,1831.0,890,Proposition HH (Statutory),Yes,450
2171907404,1831.0,890,Proposition HH (Statutory),No,431
2171907404,1831.0,890,Proposition II (Statutory),Yes,670
2171907404,1831.0,890,Proposition II (Statutory),No,209
2171907404,1831.0,890,Boulder County Ballot Issue 1A,Yes,651
2171907404,1831.0,890,Boulder County Ballot Issue 1A,No,229
2171907404,1831.0,890,Boulder County Ballot Issue 1B,Yes,553
2171907404,1831.0,890,Boulder County Ballot Issue 1B,No,324
2171907404,1831.0,839,Town of Erie Ballot Question 3A,Yes,475
2171907404,1831.0,839,Town of Erie Ballot Question 3A,No,306
2171907404,1831.0,839,Town of Erie Ballot Question 3B,Yes,456
2171907404,1831.0,839,Town of Erie Ballot Question 3B,No,346
2171907405,1223.0,551,Boulder Valley School District RE-2 Director District A (4 Years),Jason Unger,247
2171907405,1223.0,551,Boulder Valley School District RE-2 Director District A (4 Years),Neil Fishman,114
2171907405,1223.0,551,Boulder Valley School District RE-2 Director District C (4 Years),Andrew Steffl,34
2171907405,1223.0,551,Boulder Valley School District RE-2 Director District C (4 Years),Alex Medler,181
2171907405,1223.0,551,Boulder Valley School District RE-2 Director District C (4 Years),Cynthia Nevison,171
2171907405,1223.0,551,Boulder Valley School District RE-2 Director District D (4 Years),Andrew Brandt,112
2171907405,1223.0,551,Boulder Valley School District RE-2 Director District D (4 Years),Lalenia Quinlan Aweida,245
2171907405,1223.0,551,Boulder Valley School District RE-2 Director District G (4 Years),Anil Kiran Pesaramelli,91
2171907405,1223.0,551,Boulder Valley School District RE-2 Director District G (4 Years),Stuart Lord,114
2171907405,1223.0,551,Boulder Valley School District RE-2 Director District G (4 Years),Jorge Chávez,176
2171907405,1223.0,750,Proposition HH (Statutory),Yes,350
2171907405,1223.0,750,Proposition HH (Statutory),No,390
2171907405,1223.0,750,Proposition II (Statutory),Yes,549
